timeindex,wind-profile-LA,pv-profile-LA,wind-profile-KH,pv-profile-KH,wind-profile-MM,pv-profile-MM,wind-profile-TH,pv-profile-TH,wind-profile-VN,pv-profile-VN
2050-08-11T10:00:00Z,0.058,0.035,0.071,0.041,0.313,0.087,0.167,0.071,0.213,0.023
2050-08-11T11:00:00Z,0.103,0,0.114,0,0.278,0.013,0.203,0.002,0.251,0
2050-08-11T12:00:00Z,0.138,0,0.117,0,0.296,0,0.305,0,0.23,0
2050-08-11T13:00:00Z,0.145,0,0.102,0,0.293,0,0.414,0,0.232,0
2050-08-11T14:00:00Z,0.142,0,0.102,0,0.269,0,0.492,0,0.22,0
2050-08-11T15:00:00Z,0.14,0,0.112,0,0.232,0,0.411,0,0.198,0
2050-08-11T16:00:00Z,0.134,0,0.123,0,0.197,0,0.299,0,0.179,0
2050-08-11T17:00:00Z,0.133,0,0.129,0,0.157,0,0.228,0,0.171,0
2050-08-11T18:00:00Z,0.132,0,0.133,0,0.112,0,0.197,0,0.165,0
2050-08-11T19:00:00Z,0.132,0,0.13,0,0.086,0,0.182,0,0.159,0
2050-08-11T20:00:00Z,0.136,0,0.126,0,0.062,0,0.162,0,0.161,0
2050-08-11T21:00:00Z,0.125,0,0.105,0,0.068,0,0.147,0,0.14,0
2050-08-11T22:00:00Z,0.111,0,0.086,0,0.085,0,0.14,0,0.119,0.002
2050-08-11T23:00:00Z,0.086,0.026,0.033,0.054,0.084,0.009,0.121,0.025,0.148,0.085
2050-08-12T00:00:00Z,0.099,0.083,0.076,0.204,0.064,0.115,0.125,0.139,0.264,0.233
2050-08-12T01:00:00Z,0.153,0.159,0.154,0.361,0.14,0.25,0.179,0.267,0.264,0.375
2050-08-12T02:00:00Z,0.224,0.256,0.145,0.495,0.195,0.366,0.186,0.365,0.236,0.485
2050-08-12T03:00:00Z,0.26,0.357,0.123,0.567,0.251,0.463,0.193,0.432,0.225,0.544
2050-08-12T04:00:00Z,0.25,0.428,0.112,0.583,0.317,0.494,0.215,0.488,0.209,0.563
2050-08-12T05:00:00Z,0.229,0.433,0.112,0.549,0.383,0.494,0.234,0.496,0.193,0.537
2050-08-12T06:00:00Z,0.211,0.368,0.124,0.504,0.434,0.442,0.237,0.454,0.185,0.483
2050-08-12T07:00:00Z,0.178,0.278,0.11,0.401,0.449,0.364,0.227,0.37,0.18,0.346
2050-08-12T08:00:00Z,0.117,0.192,0.09,0.257,0.425,0.282,0.2,0.262,0.189,0.217
2050-08-12T09:00:00Z,0.042,0.105,0.11,0.108,0.349,0.182,0.172,0.151,0.194,0.108
2050-08-12T10:00:00Z,0.018,0.031,0.111,0.028,0.254,0.086,0.139,0.06,0.177,0.021
2050-08-12T11:00:00Z,0.019,0,0.144,0,0.223,0.011,0.13,0.002,0.176,0
2050-08-12T12:00:00Z,0.028,0,0.167,0,0.21,0,0.183,0,0.19,0
2050-08-12T13:00:00Z,0.058,0,0.231,0,0.168,0,0.272,0,0.27,0
2050-08-12T14:00:00Z,0.075,0,0.264,0,0.14,0,0.349,0,0.369,0
2050-08-12T15:00:00Z,0.071,0,0.231,0,0.12,0,0.368,0,0.306,0
2050-08-12T16:00:00Z,0.071,0,0.161,0,0.097,0,0.289,0,0.261,0
2050-08-12T17:00:00Z,0.069,0,0.101,0,0.073,0,0.204,0,0.241,0
2050-08-12T18:00:00Z,0.07,0,0.099,0,0.063,0,0.148,0,0.212,0
2050-08-12T19:00:00Z,0.089,0,0.103,0,0.065,0,0.13,0,0.178,0
2050-08-12T20:00:00Z,0.069,0,0.099,0,0.074,0,0.133,0,0.152,0
2050-08-12T21:00:00Z,0.09,0,0.101,0,0.092,0,0.175,0,0.133,0
2050-08-12T22:00:00Z,0.073,0,0.108,0,0.101,0,0.231,0,0.12,0
2050-08-12T23:00:00Z,0.047,0.017,0.071,0.032,0.079,0.007,0.2,0.024,0.113,0.04
2050-08-13T00:00:00Z,0.017,0.072,0.022,0.133,0.031,0.092,0.125,0.145,0.194,0.158
2050-08-13T01:00:00Z,0.054,0.136,0.123,0.281,0.042,0.19,0.14,0.284,0.194,0.286
2050-08-13T02:00:00Z,0.063,0.194,0.147,0.333,0.038,0.251,0.138,0.4,0.15,0.379
2050-08-13T03:00:00Z,0.084,0.23,0.1,0.324,0.035,0.287,0.125,0.464,0.131,0.437
2050-08-13T04:00:00Z,0.088,0.252,0.065,0.303,0.029,0.324,0.115,0.489,0.125,0.442
2050-08-13T05:00:00Z,0.073,0.259,0.043,0.256,0.029,0.338,0.098,0.481,0.123,0.416
2050-08-13T06:00:00Z,0.056,0.25,0.034,0.229,0.036,0.317,0.077,0.415,0.132,0.349
2050-08-13T07:00:00Z,0.037,0.214,0.02,0.19,0.045,0.266,0.054,0.323,0.149,0.243
2050-08-13T08:00:00Z,0.018,0.163,0.008,0.14,0.044,0.199,0.041,0.208,0.169,0.122
2050-08-13T09:00:00Z,0.007,0.096,0.01,0.079,0.043,0.12,0.041,0.119,0.171,0.053
2050-08-13T10:00:00Z,0.015,0.032,0.019,0.022,0.036,0.05,0.028,0.046,0.182,0.007
2050-08-13T11:00:00Z,0.025,0,0.036,0,0.026,0.006,0.031,0.001,0.189,0
2050-08-13T12:00:00Z,0.047,0,0.063,0,0.047,0,0.07,0,0.22,0
2050-08-13T13:00:00Z,0.056,0,0.058,0,0.08,0,0.163,0,0.202,0
2050-08-13T14:00:00Z,0.066,0,0.037,0,0.1,0,0.28,0,0.181,0
2050-08-13T15:00:00Z,0.068,0,0.03,0,0.109,0,0.328,0,0.155,0
2050-08-13T16:00:00Z,0.07,0,0.013,0,0.122,0,0.287,0,0.132,0
2050-08-13T17:00:00Z,0.065,0,0.008,0,0.134,0,0.23,0,0.107,0
2050-08-13T18:00:00Z,0.069,0,0.014,0,0.137,0,0.169,0,0.086,0
2050-08-13T19:00:00Z,0.068,0,0.013,0,0.136,0,0.115,0,0.076,0
2050-08-13T20:00:00Z,0.06,0,0.009,0,0.141,0,0.076,0,0.069,0
2050-08-13T21:00:00Z,0.058,0,0.003,0,0.13,0,0.07,0,0.051,0
2050-08-13T22:00:00Z,0.061,0,0,0,0.113,0,0.088,0,0.042,0
2050-08-13T23:00:00Z,0.046,0.026,0,0.032,0.112,0.003,0.091,0.013,0.026,0.051
2050-08-14T00:00:00Z,0.029,0.094,0.001,0.122,0.076,0.055,0.051,0.085,0.068,0.16
2050-08-14T01:00:00Z,0.037,0.179,0.005,0.225,0.071,0.139,0.045,0.185,0.053,0.284
2050-08-14T02:00:00Z,0.063,0.26,0.003,0.317,0.114,0.232,0.047,0.285,0.017,0.387
2050-08-14T03:00:00Z,0.077,0.296,0.002,0.381,0.126,0.316,0.047,0.344,0.005,0.467
2050-08-14T04:00:00Z,0.075,0.31,0.002,0.41,0.137,0.382,0.038,0.372,0.004,0.518
2050-08-14T05:00:00Z,0.06,0.301,0.003,0.418,0.151,0.407,0.028,0.393,0.005,0.506
2050-08-14T06:00:00Z,0.047,0.277,0.006,0.385,0.16,0.388,0.022,0.351,0.01,0.43
2050-08-14T07:00:00Z,0.033,0.236,0.007,0.318,0.171,0.349,0.02,0.283,0.018,0.313
2050-08-14T08:00:00Z,0.015,0.175,0.007,0.204,0.192,0.276,0.018,0.221,0.027,0.179
2050-08-14T09:00:00Z,0.003,0.106,0.01,0.097,0.201,0.146,0.014,0.139,0.038,0.077
2050-08-14T10:00:00Z,0.01,0.033,0.009,0.023,0.186,0.052,0.011,0.054,0.042,0.012
2050-08-14T11:00:00Z,0.029,0,0.013,0,0.185,0.005,0.006,0.001,0.06,0
2050-08-14T12:00:00Z,0.041,0,0.03,0,0.232,0,0.004,0,0.033,0
2050-08-14T13:00:00Z,0.049,0,0.047,0,0.246,0,0.011,0,0.012,0
2050-08-14T14:00:00Z,0.054,0,0.059,0,0.228,0,0.039,0,0.004,0
2050-08-14T15:00:00Z,0.059,0,0.07,0,0.205,0,0.094,0,0.002,0
2050-08-14T16:00:00Z,0.057,0,0.096,0,0.176,0,0.153,0,0.008,0
2050-08-14T17:00:00Z,0.048,0,0.114,0,0.146,0,0.174,0,0.018,0
2050-08-14T18:00:00Z,0.04,0,0.119,0,0.119,0,0.171,0,0.023,0
2050-08-14T19:00:00Z,0.036,0,0.118,0,0.111,0,0.154,0,0.028,0
2050-08-14T20:00:00Z,0.036,0,0.102,0,0.123,0,0.118,0,0.026,0
2050-08-14T21:00:00Z,0.038,0,0.075,0,0.152,0,0.095,0,0.016,0
2050-08-14T22:00:00Z,0.039,0,0.043,0,0.181,0,0.083,0,0.013,0
2050-08-14T23:00:00Z,0.027,0.051,0.007,0.035,0.203,0.005,0.061,0.018,0.028,0.034
2050-08-15T00:00:00Z,0.038,0.182,0.001,0.138,0.152,0.082,0.02,0.112,0.077,0.104
2050-08-15T01:00:00Z,0.077,0.33,0,0.25,0.167,0.206,0.022,0.215,0.08,0.195
2050-08-15T02:00:00Z,0.079,0.438,0,0.35,0.191,0.305,0.025,0.282,0.065,0.278
2050-08-15T03:00:00Z,0.064,0.512,0.001,0.43,0.194,0.391,0.027,0.308,0.029,0.368
2050-08-15T04:00:00Z,0.05,0.558,0.001,0.447,0.192,0.441,0.019,0.324,0.004,0.431
2050-08-15T05:00:00Z,0.037,0.541,0.001,0.448,0.179,0.449,0.011,0.325,0,0.425
2050-08-15T06:00:00Z,0.024,0.486,0.001,0.391,0.163,0.413,0.006,0.295,0,0.361
2050-08-15T07:00:00Z,0.013,0.417,0.001,0.294,0.144,0.333,0.006,0.259,0,0.274
2050-08-15T08:00:00Z,0.005,0.303,0.001,0.174,0.124,0.215,0.009,0.198,0.003,0.171
2050-08-15T09:00:00Z,0.001,0.184,0.001,0.074,0.114,0.132,0.012,0.129,0.015,0.073
2050-08-15T10:00:00Z,0.001,0.059,0.001,0.019,0.122,0.059,0.024,0.054,0.027,0.013
2050-08-15T11:00:00Z,0.005,0,0.003,0,0.135,0.007,0.059,0.001,0.045,0
2050-08-15T12:00:00Z,0.018,0,0.015,0,0.166,0,0.123,0,0.058,0
2050-08-15T13:00:00Z,0.033,0,0.047,0,0.168,0,0.193,0,0.053,0
2050-08-15T14:00:00Z,0.041,0,0.073,0,0.15,0,0.238,0,0.03,0
2050-08-15T15:00:00Z,0.053,0,0.026,0,0.133,0,0.245,0,0.012,0
2050-08-15T16:00:00Z,0.058,0,0.002,0,0.119,0,0.223,0,0.01,0
2050-08-15T17:00:00Z,0.051,0,0.009,0,0.096,0,0.192,0,0.008,0
2050-08-15T18:00:00Z,0.04,0,0.038,0,0.068,0,0.17,0,0.005,0
2050-08-15T19:00:00Z,0.033,0,0.054,0,0.046,0,0.177,0,0.002,0
2050-08-15T20:00:00Z,0.028,0,0.04,0,0.034,0,0.179,0,0.001,0
2050-08-15T21:00:00Z,0.024,0,0.035,0,0.035,0,0.154,0,0.001,0
2050-08-15T22:00:00Z,0.025,0,0.058,0,0.061,0,0.117,0,0.004,0.001
2050-08-15T23:00:00Z,0.023,0.025,0.051,0.022,0.11,0.005,0.069,0.017,0.011,0.077
2050-08-16T00:00:00Z,0.026,0.095,0.006,0.09,0.102,0.068,0.018,0.099,0.017,0.218
2050-08-16T01:00:00Z,0.048,0.164,0.012,0.168,0.106,0.148,0.016,0.187,0.003,0.366
2050-08-16T02:00:00Z,0.039,0.232,0.017,0.262,0.113,0.225,0.009,0.273,0,0.488
2050-08-16T03:00:00Z,0.048,0.298,0.021,0.301,0.107,0.295,0.006,0.353,0,0.567
2050-08-16T04:00:00Z,0.048,0.343,0.029,0.326,0.093,0.377,0.007,0.401,0.001,0.601
2050-08-16T05:00:00Z,0.036,0.351,0.041,0.325,0.081,0.427,0.009,0.374,0.006,0.594
2050-08-16T06:00:00Z,0.025,0.308,0.047,0.301,0.073,0.415,0.01,0.322,0.017,0.548
2050-08-16T07:00:00Z,0.017,0.233,0.035,0.248,0.074,0.368,0.01,0.246,0.036,0.454
2050-08-16T08:00:00Z,0.012,0.154,0.017,0.182,0.083,0.303,0.013,0.178,0.059,0.287
2050-08-16T09:00:00Z,0.005,0.088,0.019,0.098,0.088,0.204,0.014,0.098,0.072,0.114
2050-08-16T10:00:00Z,0.005,0.031,0.017,0.023,0.094,0.094,0.009,0.039,0.055,0.018
2050-08-16T11:00:00Z,0.02,0,0.028,0,0.108,0.013,0.006,0,0.02,0
2050-08-16T12:00:00Z,0.037,0,0.053,0,0.154,0,0.003,0,0.006,0
2050-08-16T13:00:00Z,0.035,0,0.08,0,0.186,0,0.001,0,0.004,0
2050-08-16T14:00:00Z,0.037,0,0.112,0,0.185,0,0.001,0,0.006,0
2050-08-16T15:00:00Z,0.027,0,0.134,0,0.163,0,0.002,0,0.01,0
2050-08-16T16:00:00Z,0.027,0,0.118,0,0.14,0,0.006,0,0.004,0
2050-08-16T17:00:00Z,0.02,0,0.083,0,0.119,0,0.014,0,0.005,0
2050-08-16T18:00:00Z,0.017,0,0.102,0,0.098,0,0.026,0,0.016,0
2050-08-16T19:00:00Z,0.013,0,0.068,0,0.079,0,0.04,0,0.013,0
2050-08-16T20:00:00Z,0.017,0,0.03,0,0.069,0,0.039,0,0.006,0
2050-08-16T21:00:00Z,0.024,0,0.021,0,0.062,0,0.034,0,0.003,0
2050-08-16T22:00:00Z,0.019,0,0.01,0,0.056,0,0.031,0,0.009,0.001
2050-08-16T23:00:00Z,0.017,0.048,0,0.036,0.054,0.006,0.032,0.021,0.024,0.089
2050-08-17T00:00:00Z,0.039,0.181,0,0.118,0.036,0.091,0.025,0.134,0.029,0.249
2050-08-17T01:00:00Z,0.078,0.29,0,0.244,0.052,0.209,0.022,0.29,0.009,0.392
2050-08-17T02:00:00Z,0.116,0.353,0,0.396,0.054,0.322,0.014,0.394,0.001,0.498
2050-08-17T03:00:00Z,0.157,0.393,0,0.462,0.051,0.418,0.01,0.486,0,0.572
2050-08-17T04:00:00Z,0.203,0.408,0,0.482,0.049,0.462,0.009,0.539,0,0.602
2050-08-17T05:00:00Z,0.236,0.402,0,0.482,0.045,0.478,0.012,0.545,0.003,0.592
2050-08-17T06:00:00Z,0.21,0.375,0,0.462,0.036,0.453,0.016,0.512,0.011,0.537
2050-08-17T07:00:00Z,0.167,0.37,0.003,0.39,0.028,0.409,0.022,0.442,0.026,0.42
2050-08-17T08:00:00Z,0.104,0.301,0.009,0.282,0.023,0.331,0.028,0.346,0.054,0.235
2050-08-17T09:00:00Z,0.038,0.188,0.018,0.168,0.023,0.228,0.033,0.21,0.085,0.104
2050-08-17T10:00:00Z,0.015,0.063,0.036,0.05,0.032,0.105,0.041,0.072,0.102,0.017
2050-08-17T11:00:00Z,0.01,0,0.09,0,0.049,0.016,0.064,0.001,0.096,0
2050-08-17T12:00:00Z,0.013,0,0.128,0,0.079,0,0.106,0,0.05,0
2050-08-17T13:00:00Z,0.027,0,0.144,0,0.106,0,0.167,0,0.019,0
2050-08-17T14:00:00Z,0.049,0,0.162,0,0.121,0,0.228,0,0.03,0
2050-08-17T15:00:00Z,0.076,0,0.196,0,0.123,0,0.266,0,0.068,0
2050-08-17T16:00:00Z,0.101,0,0.22,0,0.12,0,0.265,0,0.118,0
2050-08-17T17:00:00Z,0.11,0,0.179,0,0.112,0,0.241,0,0.112,0
2050-08-17T18:00:00Z,0.102,0,0.131,0,0.095,0,0.206,0,0.081,0
2050-08-17T19:00:00Z,0.076,0,0.083,0,0.074,0,0.171,0,0.068,0
2050-08-17T20:00:00Z,0.046,0,0.042,0,0.054,0,0.135,0,0.064,0
2050-08-17T21:00:00Z,0.034,0,0.033,0,0.026,0,0.113,0,0.06,0
2050-08-17T22:00:00Z,0.034,0,0.048,0,0.008,0,0.114,0,0.057,0
2050-08-17T23:00:00Z,0.022,0.039,0.025,0.038,0.003,0.006,0.101,0.021,0.054,0.041
2050-08-18T00:00:00Z,0.025,0.147,0.003,0.124,0.002,0.092,0.054,0.126,0.104,0.134
2050-08-18T01:00:00Z,0.088,0.265,0.006,0.224,0.004,0.216,0.044,0.246,0.095,0.231
2050-08-18T02:00:00Z,0.135,0.38,0.002,0.312,0.004,0.339,0.032,0.371,0.043,0.316
2050-08-18T03:00:00Z,0.137,0.462,0,0.343,0.003,0.449,0.023,0.446,0.007,0.397
2050-08-18T04:00:00Z,0.127,0.475,0,0.358,0.002,0.505,0.017,0.49,0,0.447
2050-08-18T05:00:00Z,0.107,0.446,0,0.347,0.002,0.528,0.014,0.453,0,0.482
2050-08-18T06:00:00Z,0.089,0.39,0,0.304,0.003,0.502,0.011,0.416,0.001,0.472
2050-08-18T07:00:00Z,0.073,0.334,0,0.259,0.006,0.454,0.007,0.352,0.002,0.421
2050-08-18T08:00:00Z,0.045,0.231,0,0.179,0.012,0.363,0.004,0.26,0.006,0.302
2050-08-18T09:00:00Z,0.019,0.126,0,0.096,0.024,0.242,0.004,0.153,0.012,0.156
2050-08-18T10:00:00Z,0.017,0.037,0,0.025,0.042,0.112,0.004,0.051,0.017,0.027
2050-08-18T11:00:00Z,0.035,0,0.002,0,0.062,0.012,0.004,0,0.04,0
2050-08-18T12:00:00Z,0.054,0,0.023,0,0.088,0,0.005,0,0.059,0
2050-08-18T13:00:00Z,0.071,0,0.061,0,0.117,0,0.008,0,0.055,0
2050-08-18T14:00:00Z,0.09,0,0.106,0,0.144,0,0.015,0,0.035,0
2050-08-18T15:00:00Z,0.099,0,0.118,0,0.161,0,0.025,0,0.024,0
2050-08-18T16:00:00Z,0.094,0,0.068,0,0.176,0,0.035,0,0.023,0
2050-08-18T17:00:00Z,0.085,0,0.015,0,0.176,0,0.032,0,0.057,0
2050-08-18T18:00:00Z,0.069,0,0.008,0,0.161,0,0.021,0,0.076,0
2050-08-18T19:00:00Z,0.055,0,0.025,0,0.152,0,0.017,0,0.084,0
2050-08-18T20:00:00Z,0.046,0,0.068,0,0.144,0,0.016,0,0.088,0
2050-08-18T21:00:00Z,0.039,0,0.088,0,0.144,0,0.024,0,0.08,0
2050-08-18T22:00:00Z,0.032,0,0.07,0,0.136,0,0.043,0,0.071,0
2050-08-18T23:00:00Z,0.017,0.021,0.026,0.03,0.123,0.004,0.054,0.015,0.073,0.062
2050-08-19T00:00:00Z,0.005,0.086,0.002,0.107,0.072,0.076,0.035,0.111,0.117,0.184
2050-08-19T01:00:00Z,0.026,0.167,0.001,0.173,0.093,0.166,0.036,0.232,0.089,0.313
2050-08-19T02:00:00Z,0.03,0.227,0.001,0.227,0.109,0.245,0.044,0.325,0.053,0.396
2050-08-19T03:00:00Z,0.023,0.278,0,0.231,0.112,0.322,0.056,0.363,0.037,0.434
2050-08-19T04:00:00Z,0.015,0.334,0.001,0.226,0.111,0.377,0.06,0.404,0.031,0.443
2050-08-19T05:00:00Z,0.009,0.343,0.002,0.208,0.108,0.395,0.059,0.414,0.025,0.425
2050-08-19T06:00:00Z,0.003,0.298,0.006,0.161,0.104,0.366,0.057,0.396,0.021,0.386
2050-08-19T07:00:00Z,0,0.239,0.017,0.12,0.093,0.319,0.056,0.339,0.017,0.314
2050-08-19T08:00:00Z,0,0.145,0.029,0.079,0.087,0.268,0.053,0.243,0.013,0.214
2050-08-19T09:00:00Z,0,0.064,0.028,0.039,0.079,0.184,0.058,0.15,0.01,0.103
2050-08-19T10:00:00Z,0.001,0.021,0.029,0.007,0.073,0.079,0.059,0.055,0.011,0.017
2050-08-19T11:00:00Z,0.008,0,0.035,0,0.072,0.009,0.076,0.001,0.018,0
2050-08-19T12:00:00Z,0.032,0,0.02,0,0.099,0,0.149,0,0.018,0
2050-08-19T13:00:00Z,0.056,0,0.004,0,0.122,0,0.245,0,0.015,0
2050-08-19T14:00:00Z,0.071,0,0.001,0,0.145,0,0.299,0,0.008,0
2050-08-19T15:00:00Z,0.071,0,0,0,0.166,0,0.282,0,0.014,0
2050-08-19T16:00:00Z,0.065,0,0,0,0.169,0,0.232,0,0.035,0
2050-08-19T17:00:00Z,0.061,0,0,0,0.159,0,0.173,0,0.053,0
2050-08-19T18:00:00Z,0.057,0,0,0,0.145,0,0.13,0,0.082,0
2050-08-19T19:00:00Z,0.045,0,0,0,0.127,0,0.093,0,0.095,0
2050-08-19T20:00:00Z,0.027,0,0.002,0,0.114,0,0.071,0,0.079,0
2050-08-19T21:00:00Z,0.011,0,0.007,0,0.104,0,0.077,0,0.064,0
2050-08-19T22:00:00Z,0.002,0,0.01,0,0.094,0,0.088,0,0.048,0
2050-08-19T23:00:00Z,0,0.043,0.005,0.034,0.069,0.002,0.08,0.008,0.041,0.054
2050-08-20T00:00:00Z,0,0.173,0,0.131,0.027,0.069,0.039,0.066,0.057,0.158
2050-08-20T01:00:00Z,0,0.326,0,0.231,0.022,0.21,0.031,0.141,0.041,0.263
2050-08-20T02:00:00Z,0,0.41,0,0.282,0.018,0.326,0.026,0.206,0.015,0.321
2050-08-20T03:00:00Z,0.001,0.503,0.001,0.282,0.017,0.423,0.023,0.252,0.005,0.338
2050-08-20T04:00:00Z,0.003,0.541,0.001,0.335,0.021,0.485,0.021,0.272,0.002,0.322
2050-08-20T05:00:00Z,0.004,0.525,0.001,0.385,0.03,0.473,0.019,0.232,0.002,0.303
2050-08-20T06:00:00Z,0.005,0.47,0.001,0.377,0.042,0.435,0.018,0.207,0.002,0.263
2050-08-20T07:00:00Z,0.005,0.412,0.001,0.312,0.055,0.336,0.019,0.167,0.001,0.203
2050-08-20T08:00:00Z,0.004,0.308,0,0.21,0.068,0.225,0.017,0.12,0.001,0.124
2050-08-20T09:00:00Z,0.002,0.188,0,0.114,0.08,0.119,0.012,0.072,0.001,0.06
2050-08-20T10:00:00Z,0.003,0.066,0,0.025,0.084,0.049,0.007,0.028,0.002,0.008
2050-08-20T11:00:00Z,0.014,0,0,0,0.087,0.005,0.005,0,0.003,0
2050-08-20T12:00:00Z,0.046,0,0,0,0.113,0,0.005,0,0.003,0
2050-08-20T13:00:00Z,0.068,0,0.001,0,0.138,0,0.019,0,0.003,0
2050-08-20T14:00:00Z,0.058,0,0.002,0,0.148,0,0.051,0,0.002,0
2050-08-20T15:00:00Z,0.045,0,0.005,0,0.153,0,0.077,0,0.001,0
2050-08-20T16:00:00Z,0.03,0,0.006,0,0.149,0,0.077,0,0,0
2050-08-20T17:00:00Z,0.019,0,0.006,0,0.133,0,0.061,0,0,0
2050-08-20T18:00:00Z,0.017,0,0.004,0,0.114,0,0.038,0,0,0
2050-08-20T19:00:00Z,0.021,0,0.001,0,0.098,0,0.019,0,0.001,0
2050-08-20T20:00:00Z,0.028,0,0,0,0.084,0,0.009,0,0.002,0
2050-08-20T21:00:00Z,0.037,0,0.001,0,0.067,0,0.009,0,0.002,0
2050-08-20T22:00:00Z,0.049,0,0.008,0,0.062,0,0.024,0,0.004,0
2050-08-20T23:00:00Z,0.027,0.044,0.011,0.03,0.053,0.005,0.032,0.023,0.004,0.024
2050-08-21T00:00:00Z,0.026,0.165,0.002,0.126,0.022,0.087,0.012,0.146,0.008,0.083
2050-08-21T01:00:00Z,0.07,0.327,0.004,0.243,0.032,0.203,0.011,0.28,0.007,0.164
2050-08-21T02:00:00Z,0.075,0.471,0.006,0.317,0.029,0.314,0.014,0.378,0.002,0.264
2050-08-21T03:00:00Z,0.057,0.558,0.008,0.369,0.025,0.396,0.015,0.397,0,0.328
2050-08-21T04:00:00Z,0.04,0.588,0.007,0.357,0.034,0.449,0.015,0.436,0,0.341
2050-08-21T05:00:00Z,0.022,0.554,0.004,0.323,0.05,0.475,0.017,0.447,0,0.323
2050-08-21T06:00:00Z,0.019,0.511,0.002,0.279,0.071,0.475,0.016,0.406,0,0.28
2050-08-21T07:00:00Z,0.023,0.419,0.001,0.218,0.093,0.429,0.012,0.312,0,0.216
2050-08-21T08:00:00Z,0.025,0.306,0,0.152,0.121,0.35,0.01,0.197,0,0.142
2050-08-21T09:00:00Z,0.016,0.185,0.001,0.081,0.159,0.212,0.01,0.107,0.001,0.069
2050-08-21T10:00:00Z,0.018,0.059,0.001,0.019,0.194,0.082,0.017,0.032,0.004,0.011
2050-08-21T11:00:00Z,0.046,0,0.004,0,0.215,0.007,0.021,0,0.015,0
2050-08-21T12:00:00Z,0.074,0,0.007,0,0.234,0,0.032,0,0.014,0
2050-08-21T13:00:00Z,0.054,0,0.008,0,0.218,0,0.046,0,0.014,0
2050-08-21T14:00:00Z,0.033,0,0.012,0,0.179,0,0.061,0,0.01,0
2050-08-21T15:00:00Z,0.022,0,0.017,0,0.145,0,0.055,0,0.005,0
2050-08-21T16:00:00Z,0.011,0,0.022,0,0.117,0,0.038,0,0.001,0
2050-08-21T17:00:00Z,0.005,0,0.017,0,0.089,0,0.024,0,0,0
2050-08-21T18:00:00Z,0.001,0,0.005,0,0.066,0,0.015,0,0,0
2050-08-21T19:00:00Z,0,0,0.007,0,0.05,0,0.01,0,0.004,0
2050-08-21T20:00:00Z,0,0,0.018,0,0.042,0,0.006,0,0.008,0
2050-08-21T21:00:00Z,0,0,0.016,0,0.046,0,0.004,0,0.015,0
2050-08-21T22:00:00Z,0,0,0.008,0,0.067,0,0.004,0,0.027,0
2050-08-21T23:00:00Z,0,0.051,0.003,0.033,0.09,0.008,0.005,0.018,0.012,0.045
2050-08-22T00:00:00Z,0.001,0.211,0,0.133,0.072,0.12,0.003,0.135,0.012,0.14
2050-08-22T01:00:00Z,0.002,0.387,0,0.249,0.098,0.273,0.004,0.266,0.002,0.229
2050-08-22T02:00:00Z,0.001,0.52,0,0.349,0.105,0.407,0.003,0.37,0,0.298
2050-08-22T03:00:00Z,0.002,0.601,0,0.421,0.094,0.483,0.002,0.429,0,0.339
2050-08-22T04:00:00Z,0.006,0.58,0,0.455,0.089,0.511,0.001,0.423,0,0.355
2050-08-22T05:00:00Z,0.015,0.566,0,0.465,0.101,0.491,0.001,0.438,0,0.337
2050-08-22T06:00:00Z,0.024,0.522,0,0.437,0.13,0.496,0.001,0.41,0,0.3
2050-08-22T07:00:00Z,0.028,0.442,0,0.357,0.16,0.381,0,0.336,0,0.242
2050-08-22T08:00:00Z,0.024,0.29,0,0.261,0.192,0.308,0,0.22,0.002,0.162
2050-08-22T09:00:00Z,0.009,0.179,0,0.111,0.226,0.203,0,0.123,0.01,0.079
2050-08-22T10:00:00Z,0.009,0.057,0,0.028,0.22,0.092,0,0.046,0.027,0.014
2050-08-22T11:00:00Z,0.029,0,0,0,0.192,0.01,0,0,0.054,0
2050-08-22T12:00:00Z,0.054,0,0.001,0,0.187,0,0,0,0.06,0
2050-08-22T13:00:00Z,0.067,0,0.004,0,0.149,0,0,0,0.054,0
2050-08-22T14:00:00Z,0.058,0,0.017,0,0.111,0,0,0,0.049,0
2050-08-22T15:00:00Z,0.055,0,0.03,0,0.072,0,0,0,0.021,0
2050-08-22T16:00:00Z,0.049,0,0.013,0,0.049,0,0,0,0.003,0
2050-08-22T17:00:00Z,0.027,0,0.002,0,0.038,0,0,0,0,0
2050-08-22T18:00:00Z,0.017,0,0.004,0,0.032,0,0,0,0,0
2050-08-22T19:00:00Z,0.011,0,0.006,0,0.03,0,0,0,0,0
2050-08-22T20:00:00Z,0.008,0,0.005,0,0.032,0,0,0,0,0
2050-08-22T21:00:00Z,0.005,0,0.002,0,0.04,0,0,0,0,0
2050-08-22T22:00:00Z,0.007,0,0.001,0,0.048,0,0.001,0,0,0
2050-08-22T23:00:00Z,0.003,0.036,0,0.031,0.046,0.004,0.005,0.014,0,0.056
2050-08-23T00:00:00Z,0.006,0.158,0,0.138,0.02,0.077,0.001,0.103,0,0.16
2050-08-23T01:00:00Z,0.027,0.319,0,0.236,0.022,0.204,0,0.219,0,0.265
2050-08-23T02:00:00Z,0.031,0.471,0,0.347,0.025,0.323,0,0.321,0,0.346
2050-08-23T03:00:00Z,0.026,0.563,0,0.378,0.029,0.401,0,0.397,0,0.407
