timeindex,wind-profile-LA,pv-profile-LA,wind-profile-KH,pv-profile-KH,wind-profile-MM,pv-profile-MM,wind-profile-TH,pv-profile-TH,wind-profile-VN,pv-profile-VN
2050-03-18T05:00:00Z,0.137,0.651,0,0.522,0.028,0.678,0,0.561,0.167,0.72
2050-03-18T06:00:00Z,0.148,0.642,0,0.435,0.035,0.652,0,0.514,0.219,0.66
2050-03-18T07:00:00Z,0.163,0.521,0,0.336,0.038,0.587,0,0.426,0.286,0.556
2050-03-18T08:00:00Z,0.175,0.358,0,0.219,0.044,0.475,0,0.304,0.362,0.404
2050-03-18T09:00:00Z,0.141,0.173,0.002,0.098,0.061,0.319,0,0.168,0.404,0.21
2050-03-18T10:00:00Z,0.105,0.034,0.011,0.015,0.101,0.136,0.002,0.04,0.365,0.026
2050-03-18T11:00:00Z,0.159,0,0.058,0,0.256,0.006,0.021,0,0.351,0
2050-03-18T12:00:00Z,0.242,0,0.085,0,0.454,0,0.086,0,0.292,0
2050-03-18T13:00:00Z,0.328,0,0.098,0,0.434,0,0.184,0,0.243,0
2050-03-18T14:00:00Z,0.352,0,0.109,0,0.352,0,0.278,0,0.202,0
2050-03-18T15:00:00Z,0.292,0,0.094,0,0.276,0,0.36,0,0.183,0
2050-03-18T16:00:00Z,0.196,0,0.042,0,0.219,0,0.378,0,0.159,0
2050-03-18T17:00:00Z,0.163,0,0.001,0,0.177,0,0.312,0,0.144,0
2050-03-18T18:00:00Z,0.137,0,0.01,0,0.143,0,0.217,0,0.137,0
2050-03-18T19:00:00Z,0.118,0,0.107,0,0.115,0,0.183,0,0.138,0
2050-03-18T20:00:00Z,0.122,0,0.142,0,0.094,0,0.153,0,0.145,0
2050-03-18T21:00:00Z,0.115,0,0.065,0,0.079,0,0.144,0,0.127,0
2050-03-18T22:00:00Z,0.111,0,0.037,0,0.07,0,0.149,0,0.108,0
2050-03-18T23:00:00Z,0.114,0.022,0.023,0.03,0.066,0,0.143,0.011,0.055,0.077
2050-03-19T00:00:00Z,0.059,0.172,0.051,0.181,0.044,0.124,0.191,0.144,0.042,0.284
2050-03-19T01:00:00Z,0.057,0.355,0.043,0.356,0.063,0.331,0.214,0.316,0.012,0.478
2050-03-19T02:00:00Z,0.184,0.508,0.01,0.498,0.031,0.503,0.187,0.451,0.001,0.607
2050-03-19T03:00:00Z,0.184,0.609,0.003,0.526,0.015,0.626,0.155,0.509,0,0.674
2050-03-19T04:00:00Z,0.206,0.663,0.001,0.565,0.025,0.692,0.125,0.55,0,0.704
2050-03-19T05:00:00Z,0.251,0.665,0,0.547,0.045,0.711,0.106,0.547,0.001,0.69
2050-03-19T06:00:00Z,0.281,0.633,0,0.485,0.064,0.685,0.097,0.504,0.004,0.617
2050-03-19T07:00:00Z,0.294,0.531,0,0.389,0.082,0.617,0.1,0.427,0.014,0.515
2050-03-19T08:00:00Z,0.281,0.378,0.001,0.257,0.101,0.503,0.12,0.312,0.041,0.366
2050-03-19T09:00:00Z,0.216,0.185,0.005,0.122,0.136,0.343,0.155,0.174,0.098,0.181
2050-03-19T10:00:00Z,0.139,0.035,0.042,0.018,0.204,0.152,0.211,0.048,0.162,0.02
2050-03-19T11:00:00Z,0.148,0,0.122,0,0.362,0.007,0.328,0,0.315,0
2050-03-19T12:00:00Z,0.145,0,0.161,0,0.506,0,0.457,0,0.277,0
2050-03-19T13:00:00Z,0.138,0,0.183,0,0.485,0,0.504,0,0.208,0
2050-03-19T14:00:00Z,0.144,0,0.187,0,0.398,0,0.513,0,0.117,0
2050-03-19T15:00:00Z,0.133,0,0.15,0,0.284,0,0.468,0,0.073,0
2050-03-19T16:00:00Z,0.088,0,0.131,0,0.196,0,0.368,0,0.054,0
2050-03-19T17:00:00Z,0.051,0,0.12,0,0.141,0,0.305,0,0.041,0
2050-03-19T18:00:00Z,0.019,0,0.1,0,0.105,0,0.249,0,0.031,0
2050-03-19T19:00:00Z,0.009,0,0.075,0,0.078,0,0.221,0,0.027,0
2050-03-19T20:00:00Z,0.012,0,0.05,0,0.061,0,0.201,0,0.024,0
2050-03-19T21:00:00Z,0.021,0,0.031,0,0.057,0,0.194,0,0.023,0
2050-03-19T22:00:00Z,0.045,0,0.031,0,0.063,0,0.201,0,0.02,0
2050-03-19T23:00:00Z,0.099,0.024,0.029,0.019,0.077,0.001,0.194,0.011,0.007,0.065
2050-03-20T00:00:00Z,0.108,0.18,0.018,0.108,0.08,0.121,0.223,0.14,0.001,0.244
2050-03-20T01:00:00Z,0.029,0.365,0.01,0.22,0.149,0.324,0.216,0.301,0,0.434
2050-03-20T02:00:00Z,0.105,0.514,0.002,0.308,0.115,0.496,0.157,0.395,0,0.566
2050-03-20T03:00:00Z,0.073,0.606,0,0.36,0.068,0.615,0.118,0.441,0.001,0.645
2050-03-20T04:00:00Z,0.055,0.633,0,0.372,0.045,0.682,0.083,0.502,0.002,0.682
2050-03-20T05:00:00Z,0.063,0.605,0,0.33,0.034,0.701,0.047,0.517,0.005,0.671
2050-03-20T06:00:00Z,0.076,0.575,0.002,0.26,0.028,0.657,0.019,0.461,0.014,0.605
2050-03-20T07:00:00Z,0.073,0.447,0.01,0.19,0.025,0.587,0.005,0.427,0.041,0.495
2050-03-20T08:00:00Z,0.037,0.287,0.02,0.131,0.024,0.47,0.001,0.343,0.101,0.34
2050-03-20T09:00:00Z,0.012,0.134,0.021,0.062,0.037,0.311,0.001,0.21,0.209,0.153
2050-03-20T10:00:00Z,0.012,0.023,0.006,0.01,0.078,0.13,0.004,0.064,0.338,0.014
2050-03-20T11:00:00Z,0.026,0,0.002,0,0.199,0.006,0.047,0,0.347,0
2050-03-20T12:00:00Z,0.076,0,0.002,0,0.399,0,0.126,0,0.31,0
2050-03-20T13:00:00Z,0.109,0,0.007,0,0.5,0,0.201,0,0.242,0
2050-03-20T14:00:00Z,0.084,0,0.02,0,0.501,0,0.245,0,0.171,0
2050-03-20T15:00:00Z,0.071,0,0.024,0,0.422,0,0.285,0,0.114,0
2050-03-20T16:00:00Z,0.081,0,0.011,0,0.333,0,0.294,0,0.061,0
2050-03-20T17:00:00Z,0.145,0,0.002,0,0.274,0,0.263,0,0.03,0
2050-03-20T18:00:00Z,0.182,0,0.003,0,0.233,0,0.206,0,0.038,0
2050-03-20T19:00:00Z,0.198,0,0.036,0,0.202,0,0.157,0,0.083,0
2050-03-20T20:00:00Z,0.209,0,0.097,0,0.192,0,0.144,0,0.132,0
2050-03-20T21:00:00Z,0.243,0,0.102,0,0.193,0,0.149,0,0.181,0
2050-03-20T22:00:00Z,0.243,0,0.086,0,0.194,0,0.14,0,0.213,0
2050-03-20T23:00:00Z,0.264,0.017,0.089,0.026,0.186,0.001,0.105,0.012,0.251,0.066
2050-03-21T00:00:00Z,0.267,0.142,0.133,0.149,0.093,0.124,0.111,0.147,0.311,0.258
2050-03-21T01:00:00Z,0.248,0.312,0.237,0.288,0.093,0.329,0.093,0.307,0.249,0.463
2050-03-21T02:00:00Z,0.188,0.459,0.175,0.407,0.031,0.498,0.085,0.429,0.243,0.595
2050-03-21T03:00:00Z,0.117,0.512,0.089,0.463,0,0.614,0.078,0.534,0.309,0.675
2050-03-21T04:00:00Z,0.06,0.533,0.036,0.451,0,0.683,0.057,0.599,0.369,0.691
2050-03-21T05:00:00Z,0.03,0.463,0.011,0.395,0.001,0.706,0.037,0.602,0.404,0.634
2050-03-21T06:00:00Z,0.021,0.415,0.004,0.338,0.009,0.667,0.026,0.559,0.454,0.515
2050-03-21T07:00:00Z,0.028,0.303,0.003,0.333,0.028,0.603,0.028,0.488,0.519,0.372
2050-03-21T08:00:00Z,0.054,0.17,0.005,0.262,0.056,0.492,0.041,0.37,0.566,0.25
2050-03-21T09:00:00Z,0.097,0.073,0.009,0.131,0.099,0.335,0.069,0.21,0.573,0.128
2050-03-21T10:00:00Z,0.126,0.009,0.018,0.02,0.152,0.148,0.128,0.049,0.49,0.016
2050-03-21T11:00:00Z,0.156,0,0.05,0,0.282,0.008,0.24,0,0.395,0
2050-03-21T12:00:00Z,0.231,0,0.103,0,0.453,0,0.305,0,0.35,0
2050-03-21T13:00:00Z,0.212,0,0.14,0,0.448,0,0.265,0,0.313,0
2050-03-21T14:00:00Z,0.158,0,0.145,0,0.34,0,0.2,0,0.317,0
2050-03-21T15:00:00Z,0.105,0,0.179,0,0.297,0,0.142,0,0.309,0
2050-03-21T16:00:00Z,0.095,0,0.167,0,0.271,0,0.11,0,0.29,0
2050-03-21T17:00:00Z,0.116,0,0.149,0,0.232,0,0.103,0,0.282,0
2050-03-21T18:00:00Z,0.129,0,0.132,0,0.206,0,0.135,0,0.256,0
2050-03-21T19:00:00Z,0.133,0,0.163,0,0.203,0,0.192,0,0.238,0
2050-03-21T20:00:00Z,0.158,0,0.153,0,0.179,0,0.217,0,0.233,0
2050-03-21T21:00:00Z,0.214,0,0.13,0,0.13,0,0.281,0,0.233,0
2050-03-21T22:00:00Z,0.17,0,0.097,0,0.089,0,0.347,0,0.254,0
2050-03-21T23:00:00Z,0.084,0.013,0.06,0.018,0.059,0.001,0.376,0.004,0.289,0.077
2050-03-22T00:00:00Z,0.074,0.068,0.108,0.121,0.034,0.128,0.388,0.062,0.529,0.28
2050-03-22T01:00:00Z,0.023,0.141,0.189,0.244,0.041,0.335,0.361,0.139,0.59,0.468
2050-03-22T02:00:00Z,0.016,0.219,0.17,0.349,0.004,0.506,0.241,0.276,0.61,0.604
2050-03-22T03:00:00Z,0.035,0.299,0.13,0.425,0,0.623,0.108,0.466,0.646,0.679
2050-03-22T04:00:00Z,0.033,0.351,0.107,0.419,0.001,0.691,0.04,0.533,0.7,0.709
2050-03-22T05:00:00Z,0.027,0.37,0.118,0.42,0.007,0.712,0.015,0.565,0.732,0.691
2050-03-22T06:00:00Z,0.021,0.445,0.131,0.38,0.021,0.676,0.008,0.536,0.746,0.623
2050-03-22T07:00:00Z,0.021,0.464,0.095,0.339,0.041,0.608,0.01,0.462,0.751,0.521
2050-03-22T08:00:00Z,0.03,0.385,0.026,0.227,0.065,0.495,0.031,0.316,0.748,0.368
2050-03-22T09:00:00Z,0.044,0.23,0.032,0.091,0.107,0.335,0.089,0.182,0.709,0.18
2050-03-22T10:00:00Z,0.056,0.054,0.133,0.019,0.174,0.147,0.168,0.05,0.567,0.019
2050-03-22T11:00:00Z,0.096,0,0.158,0,0.338,0.008,0.241,0,0.42,0
2050-03-22T12:00:00Z,0.103,0,0.11,0,0.51,0,0.249,0,0.349,0
2050-03-22T13:00:00Z,0.067,0,0.075,0,0.496,0,0.203,0,0.284,0
2050-03-22T14:00:00Z,0.042,0,0.059,0,0.4,0,0.161,0,0.27,0
2050-03-22T15:00:00Z,0.057,0,0.061,0,0.296,0,0.118,0,0.259,0
2050-03-22T16:00:00Z,0.054,0,0.058,0,0.211,0,0.084,0,0.234,0
2050-03-22T17:00:00Z,0.039,0,0.041,0,0.146,0,0.065,0,0.227,0
2050-03-22T18:00:00Z,0.034,0,0.061,0,0.099,0,0.061,0,0.214,0
2050-03-22T19:00:00Z,0.03,0,0.083,0,0.064,0,0.073,0,0.223,0
2050-03-22T20:00:00Z,0.027,0,0.096,0,0.037,0,0.095,0,0.207,0
2050-03-22T21:00:00Z,0.019,0,0.106,0,0.014,0,0.138,0,0.214,0
2050-03-22T22:00:00Z,0.012,0,0.118,0,0.003,0,0.185,0,0.208,0
2050-03-22T23:00:00Z,0.011,0.022,0.083,0.043,0.001,0.001,0.252,0.012,0.192,0.078
2050-03-23T00:00:00Z,0.008,0.177,0.12,0.222,0,0.122,0.442,0.15,0.448,0.256
2050-03-23T01:00:00Z,0.007,0.37,0.261,0.408,0,0.322,0.455,0.344,0.502,0.449
2050-03-23T02:00:00Z,0.004,0.536,0.282,0.555,0.002,0.491,0.336,0.506,0.506,0.583
2050-03-23T03:00:00Z,0.003,0.635,0.236,0.65,0.017,0.609,0.251,0.594,0.541,0.664
2050-03-23T04:00:00Z,0.005,0.69,0.168,0.687,0.033,0.679,0.196,0.651,0.587,0.699
2050-03-23T05:00:00Z,0.011,0.652,0.118,0.677,0.052,0.701,0.148,0.656,0.642,0.682
2050-03-23T06:00:00Z,0.016,0.524,0.087,0.616,0.069,0.674,0.11,0.594,0.69,0.606
2050-03-23T07:00:00Z,0.013,0.381,0.068,0.513,0.085,0.606,0.082,0.511,0.731,0.511
2050-03-23T08:00:00Z,0.007,0.232,0.054,0.368,0.107,0.492,0.067,0.387,0.751,0.358
2050-03-23T09:00:00Z,0.002,0.113,0.044,0.198,0.14,0.334,0.058,0.22,0.727,0.17
2050-03-23T10:00:00Z,0,0.023,0.033,0.04,0.185,0.147,0.053,0.064,0.58,0.02
2050-03-23T11:00:00Z,0.001,0,0.042,0,0.313,0.008,0.058,0,0.432,0
2050-03-23T12:00:00Z,0.005,0,0.076,0,0.489,0,0.062,0,0.41,0
2050-03-23T13:00:00Z,0.013,0,0.125,0,0.522,0,0.064,0,0.374,0
2050-03-23T14:00:00Z,0.018,0,0.144,0,0.454,0,0.064,0,0.332,0
2050-03-23T15:00:00Z,0.024,0,0.139,0,0.361,0,0.068,0,0.294,0
2050-03-23T16:00:00Z,0.029,0,0.151,0,0.286,0,0.074,0,0.274,0
2050-03-23T17:00:00Z,0.035,0,0.12,0,0.223,0,0.078,0,0.262,0
2050-03-23T18:00:00Z,0.044,0,0.096,0,0.167,0,0.073,0,0.245,0
2050-03-23T19:00:00Z,0.044,0,0.069,0,0.111,0,0.066,0,0.237,0
2050-03-23T20:00:00Z,0.039,0,0.07,0,0.064,0,0.065,0,0.225,0
2050-03-23T21:00:00Z,0.023,0,0.067,0,0.029,0,0.074,0,0.211,0
2050-03-23T22:00:00Z,0.011,0,0.058,0,0.009,0,0.107,0,0.178,0
2050-03-23T23:00:00Z,0.006,0.021,0.042,0.033,0.002,0.001,0.158,0.01,0.167,0.088
2050-03-24T00:00:00Z,0.002,0.148,0.131,0.22,0,0.12,0.201,0.135,0.382,0.277
2050-03-24T01:00:00Z,0.004,0.355,0.195,0.414,0,0.319,0.234,0.324,0.425,0.477
2050-03-24T02:00:00Z,0.009,0.475,0.155,0.56,0,0.488,0.155,0.494,0.378,0.61
2050-03-24T03:00:00Z,0.015,0.559,0.114,0.639,0.001,0.609,0.096,0.599,0.349,0.685
2050-03-24T04:00:00Z,0.024,0.642,0.082,0.677,0.001,0.679,0.055,0.648,0.345,0.717
2050-03-24T05:00:00Z,0.036,0.629,0.053,0.664,0.001,0.703,0.024,0.656,0.346,0.705
2050-03-24T06:00:00Z,0.045,0.565,0.027,0.591,0.001,0.671,0.008,0.57,0.358,0.649
2050-03-24T07:00:00Z,0.05,0.472,0.011,0.484,0.001,0.604,0.002,0.49,0.381,0.545
2050-03-24T08:00:00Z,0.047,0.356,0.003,0.332,0.002,0.492,0.001,0.367,0.411,0.395
2050-03-24T09:00:00Z,0.024,0.216,0,0.141,0.006,0.327,0.001,0.206,0.413,0.205
2050-03-24T10:00:00Z,0.006,0.048,0,0.024,0.022,0.141,0.004,0.056,0.343,0.024
2050-03-24T11:00:00Z,0.002,0,0,0,0.125,0.008,0.012,0,0.256,0
2050-03-24T12:00:00Z,0.009,0,0.017,0,0.375,0,0.028,0,0.228,0
2050-03-24T13:00:00Z,0.033,0,0.028,0,0.518,0,0.044,0,0.18,0
2050-03-24T14:00:00Z,0.068,0,0.042,0,0.518,0,0.052,0,0.142,0
2050-03-24T15:00:00Z,0.087,0,0.059,0,0.447,0,0.058,0,0.141,0
2050-03-24T16:00:00Z,0.085,0,0.061,0,0.332,0,0.076,0,0.149,0
2050-03-24T17:00:00Z,0.076,0,0.036,0,0.245,0,0.092,0,0.148,0
2050-03-24T18:00:00Z,0.068,0,0.013,0,0.17,0,0.101,0,0.16,0
2050-03-24T19:00:00Z,0.061,0,0.002,0,0.113,0,0.101,0,0.16,0
2050-03-24T20:00:00Z,0.051,0,0,0,0.075,0,0.091,0,0.148,0
2050-03-24T21:00:00Z,0.041,0,0,0,0.048,0,0.059,0,0.142,0
2050-03-24T22:00:00Z,0.031,0,0.003,0,0.032,0,0.029,0,0.133,0
2050-03-24T23:00:00Z,0.025,0.03,0.011,0.032,0.025,0.001,0.012,0.014,0.131,0.08
2050-03-25T00:00:00Z,0.001,0.189,0.039,0.188,0.018,0.109,0.004,0.158,0.169,0.278
2050-03-25T01:00:00Z,0.012,0.417,0.041,0.366,0.061,0.3,0.001,0.34,0.13,0.472
2050-03-25T02:00:00Z,0.046,0.572,0.014,0.504,0.05,0.469,0.002,0.49,0.094,0.601
2050-03-25T03:00:00Z,0.058,0.682,0.003,0.583,0.011,0.583,0.001,0.552,0.09,0.683
2050-03-25T04:00:00Z,0.065,0.725,0.001,0.625,0.001,0.655,0,0.602,0.106,0.714
2050-03-25T05:00:00Z,0.067,0.719,0,0.618,0,0.679,0,0.605,0.144,0.7
2050-03-25T06:00:00Z,0.068,0.674,0,0.551,0,0.65,0,0.565,0.203,0.639
2050-03-25T07:00:00Z,0.076,0.575,0,0.465,0.001,0.584,0,0.49,0.279,0.535
2050-03-25T08:00:00Z,0.075,0.439,0.001,0.307,0.005,0.472,0,0.364,0.369,0.377
2050-03-25T09:00:00Z,0.061,0.258,0.003,0.148,0.02,0.316,0,0.193,0.441,0.185
2050-03-25T10:00:00Z,0.03,0.067,0.021,0.03,0.06,0.136,0,0.052,0.422,0.024
2050-03-25T11:00:00Z,0.02,0,0.083,0,0.197,0.008,0.004,0,0.355,0
2050-03-25T12:00:00Z,0.02,0,0.134,0,0.413,0,0.044,0,0.283,0
2050-03-25T13:00:00Z,0.031,0,0.155,0,0.474,0,0.112,0,0.212,0
2050-03-25T14:00:00Z,0.048,0,0.152,0,0.407,0,0.181,0,0.169,0
2050-03-25T15:00:00Z,0.074,0,0.135,0,0.333,0,0.224,0,0.134,0
2050-03-25T16:00:00Z,0.102,0,0.111,0,0.27,0,0.22,0,0.112,0
2050-03-25T17:00:00Z,0.118,0,0.069,0,0.207,0,0.192,0,0.094,0
2050-03-25T18:00:00Z,0.103,0,0.02,0,0.167,0,0.162,0,0.084,0
2050-03-25T19:00:00Z,0.088,0,0.005,0,0.133,0,0.11,0,0.076,0
2050-03-25T20:00:00Z,0.081,0,0.013,0,0.099,0,0.067,0,0.067,0
2050-03-25T21:00:00Z,0.083,0,0.018,0,0.062,0,0.047,0,0.057,0
2050-03-25T22:00:00Z,0.089,0,0.027,0,0.035,0,0.042,0,0.061,0
2050-03-25T23:00:00Z,0.108,0.033,0.032,0.036,0.02,0.001,0.037,0.014,0.058,0.078
2050-03-26T00:00:00Z,0.039,0.191,0.034,0.193,0.013,0.121,0.02,0.154,0.1,0.271
2050-03-26T01:00:00Z,0.045,0.379,0.036,0.368,0.029,0.319,0.008,0.334,0.09,0.464
2050-03-26T02:00:00Z,0.077,0.52,0.02,0.504,0.004,0.488,0.006,0.489,0.072,0.597
2050-03-26T03:00:00Z,0.062,0.612,0.012,0.56,0,0.607,0.007,0.554,0.072,0.666
2050-03-26T04:00:00Z,0.063,0.662,0.008,0.605,0,0.676,0.004,0.608,0.084,0.698
2050-03-26T05:00:00Z,0.083,0.641,0.004,0.604,0,0.698,0.002,0.603,0.107,0.683
2050-03-26T06:00:00Z,0.098,0.559,0.001,0.575,0.001,0.665,0.001,0.567,0.153,0.623
2050-03-26T07:00:00Z,0.097,0.419,0,0.48,0.004,0.598,0.002,0.487,0.223,0.516
2050-03-26T08:00:00Z,0.098,0.301,0,0.344,0.012,0.486,0.005,0.325,0.314,0.369
2050-03-26T09:00:00Z,0.09,0.171,0,0.181,0.025,0.329,0.007,0.179,0.408,0.187
2050-03-26T10:00:00Z,0.074,0.042,0,0.034,0.058,0.145,0.015,0.051,0.413,0.023
2050-03-26T11:00:00Z,0.119,0,0.006,0,0.21,0.009,0.056,0,0.349,0
2050-03-26T12:00:00Z,0.155,0,0.029,0,0.449,0,0.136,0,0.292,0
2050-03-26T13:00:00Z,0.137,0,0.02,0,0.493,0,0.209,0,0.205,0
2050-03-26T14:00:00Z,0.101,0,0.026,0,0.4,0,0.245,0,0.173,0
2050-03-26T15:00:00Z,0.082,0,0.032,0,0.284,0,0.274,0,0.162,0
2050-03-26T16:00:00Z,0.065,0,0.03,0,0.214,0,0.28,0,0.134,0
2050-03-26T17:00:00Z,0.061,0,0.02,0,0.177,0,0.256,0,0.112,0
2050-03-26T18:00:00Z,0.063,0,0.009,0,0.153,0,0.215,0,0.1,0
2050-03-26T19:00:00Z,0.065,0,0.024,0,0.126,0,0.152,0,0.096,0
2050-03-26T20:00:00Z,0.069,0,0.057,0,0.101,0,0.107,0,0.092,0
2050-03-26T21:00:00Z,0.084,0,0.037,0,0.071,0,0.092,0,0.083,0
2050-03-26T22:00:00Z,0.1,0,0.035,0,0.041,0,0.084,0,0.09,0
2050-03-26T23:00:00Z,0.115,0.034,0.018,0.038,0.019,0.001,0.07,0.014,0.068,0.08
2050-03-27T00:00:00Z,0.034,0.204,0.034,0.191,0.006,0.114,0.093,0.154,0.088,0.281
2050-03-27T01:00:00Z,0.047,0.386,0.023,0.354,0.004,0.304,0.088,0.33,0.054,0.462
2050-03-27T02:00:00Z,0.128,0.53,0.007,0.474,0,0.469,0.05,0.486,0.03,0.591
2050-03-27T03:00:00Z,0.133,0.635,0.002,0.493,0,0.58,0.021,0.57,0.023,0.673
2050-03-27T04:00:00Z,0.165,0.69,0.001,0.529,0.001,0.649,0.008,0.626,0.026,0.703
2050-03-27T05:00:00Z,0.218,0.694,0,0.524,0.002,0.671,0.004,0.637,0.035,0.689
2050-03-27T06:00:00Z,0.267,0.65,0.001,0.472,0.006,0.641,0.004,0.591,0.057,0.633
2050-03-27T07:00:00Z,0.291,0.553,0.002,0.392,0.015,0.572,0.006,0.506,0.096,0.53
2050-03-27T08:00:00Z,0.293,0.404,0.007,0.272,0.031,0.459,0.012,0.385,0.164,0.381
2050-03-27T09:00:00Z,0.252,0.215,0.022,0.117,0.065,0.306,0.023,0.213,0.285,0.191
2050-03-27T10:00:00Z,0.193,0.05,0.084,0.026,0.148,0.132,0.049,0.062,0.362,0.024
2050-03-27T11:00:00Z,0.254,0,0.199,0,0.385,0.008,0.134,0,0.335,0
2050-03-27T12:00:00Z,0.324,0,0.228,0,0.587,0,0.252,0,0.374,0
2050-03-27T13:00:00Z,0.361,0,0.179,0,0.513,0,0.343,0,0.261,0
2050-03-27T14:00:00Z,0.353,0,0.149,0,0.407,0,0.4,0,0.187,0
2050-03-27T15:00:00Z,0.27,0,0.114,0,0.301,0,0.403,0,0.162,0
2050-03-27T16:00:00Z,0.212,0,0.091,0,0.233,0,0.394,0,0.141,0
2050-03-27T17:00:00Z,0.201,0,0.095,0,0.19,0,0.362,0,0.118,0
2050-03-27T18:00:00Z,0.181,0,0.055,0,0.148,0,0.3,0,0.097,0
2050-03-27T19:00:00Z,0.132,0,0.029,0,0.097,0,0.201,0,0.074,0
2050-03-27T20:00:00Z,0.088,0,0.025,0,0.054,0,0.127,0,0.061,0
2050-03-27T21:00:00Z,0.068,0,0.03,0,0.029,0,0.101,0,0.054,0
2050-03-27T22:00:00Z,0.084,0,0.029,0,0.013,0,0.093,0,0.045,0
2050-03-27T23:00:00Z,0.115,0.028,0.029,0.02,0.007,0.001,0.077,0.012,0.023,0.082
2050-03-28T00:00:00Z,0.101,0.169,0.115,0.133,0.006,0.098,0.059,0.144,0.008,0.285
2050-03-28T01:00:00Z,0.065,0.335,0.134,0.294,0.036,0.274,0.05,0.322,0,0.457
2050-03-28T02:00:00Z,0.253,0.477,0.082,0.413,0.023,0.438,0.058,0.479,0,0.559
2050-03-28T03:00:00Z,0.348,0.592,0.037,0.486,0,0.606,0.048,0.546,0,0.587
2050-03-28T04:00:00Z,0.407,0.645,0.018,0.478,0,0.673,0.03,0.605,0.002,0.614
2050-03-28T05:00:00Z,0.437,0.639,0.016,0.447,0,0.695,0.019,0.608,0.009,0.59
2050-03-28T06:00:00Z,0.442,0.62,0.021,0.392,0.002,0.66,0.017,0.555,0.025,0.507
2050-03-28T07:00:00Z,0.4,0.517,0.033,0.314,0.011,0.596,0.024,0.39,0.063,0.349
2050-03-28T08:00:00Z,0.332,0.377,0.046,0.202,0.033,0.486,0.044,0.29,0.138,0.214
2050-03-28T09:00:00Z,0.244,0.199,0.065,0.108,0.077,0.331,0.085,0.16,0.213,0.1
2050-03-28T10:00:00Z,0.179,0.047,0.093,0.024,0.155,0.148,0.174,0.051,0.212,0.011
2050-03-28T11:00:00Z,0.22,0,0.128,0,0.352,0.009,0.354,0,0.181,0
2050-03-28T12:00:00Z,0.27,0,0.133,0,0.554,0,0.478,0,0.144,0
2050-03-28T13:00:00Z,0.302,0,0.115,0,0.498,0,0.498,0,0.099,0
2050-03-28T14:00:00Z,0.311,0,0.109,0,0.366,0,0.445,0,0.06,0
2050-03-28T15:00:00Z,0.279,0,0.094,0,0.259,0,0.395,0,0.034,0
2050-03-28T16:00:00Z,0.231,0,0.101,0,0.19,0,0.329,0,0.021,0
2050-03-28T17:00:00Z,0.16,0,0.111,0,0.135,0,0.259,0,0.014,0
2050-03-28T18:00:00Z,0.087,0,0.101,0,0.099,0,0.186,0,0.013,0
2050-03-28T19:00:00Z,0.052,0,0.077,0,0.071,0,0.133,0,0.013,0
2050-03-28T20:00:00Z,0.032,0,0.049,0,0.054,0,0.108,0,0.014,0
2050-03-28T21:00:00Z,0.027,0,0.054,0,0.041,0,0.11,0,0.007,0
2050-03-28T22:00:00Z,0.03,0,0.065,0,0.028,0,0.116,0,0.002,0
2050-03-28T23:00:00Z,0.037,0.026,0.059,0.041,0.019,0.002,0.118,0.014,0,0.084
2050-03-29T00:00:00Z,0.034,0.166,0.225,0.204,0.015,0.114,0.187,0.151,0.003,0.272
2050-03-29T01:00:00Z,0.005,0.336,0.206,0.377,0.015,0.304,0.186,0.335,0.001,0.442
2050-03-29T02:00:00Z,0.085,0.479,0.148,0.517,0,0.466,0.154,0.49,0,0.566
2050-03-29T03:00:00Z,0.148,0.597,0.102,0.574,0,0.58,0.119,0.567,0.001,0.589
2050-03-29T04:00:00Z,0.179,0.614,0.063,0.598,0,0.65,0.088,0.625,0.003,0.453
2050-03-29T05:00:00Z,0.201,0.557,0.035,0.57,0,0.668,0.064,0.638,0.011,0.329
2050-03-29T06:00:00Z,0.218,0.565,0.021,0.507,0,0.614,0.051,0.575,0.015,0.284
2050-03-29T07:00:00Z,0.208,0.402,0.018,0.419,0.001,0.542,0.048,0.499,0.016,0.218
2050-03-29T08:00:00Z,0.163,0.246,0.022,0.237,0.01,0.425,0.055,0.38,0.018,0.134
2050-03-29T09:00:00Z,0.09,0.115,0.025,0.12,0.044,0.286,0.08,0.226,0.019,0.061
2050-03-29T10:00:00Z,0.093,0.023,0.03,0.027,0.132,0.12,0.148,0.069,0.02,0.008
2050-03-29T11:00:00Z,0.158,0,0.057,0,0.34,0.008,0.335,0,0.021,0
2050-03-29T12:00:00Z,0.275,0,0.08,0,0.494,0,0.527,0,0.014,0
2050-03-29T13:00:00Z,0.355,0,0.077,0,0.464,0,0.583,0,0.02,0
2050-03-29T14:00:00Z,0.336,0,0.068,0,0.379,0,0.547,0,0.03,0
2050-03-29T15:00:00Z,0.274,0,0.062,0,0.264,0,0.506,0,0.042,0
2050-03-29T16:00:00Z,0.196,0,0.096,0,0.189,0,0.432,0,0.045,0
2050-03-29T17:00:00Z,0.128,0,0.131,0,0.137,0,0.362,0,0.043,0
2050-03-29T18:00:00Z,0.118,0,0.112,0,0.094,0,0.319,0,0.041,0
2050-03-29T19:00:00Z,0.127,0,0.104,0,0.058,0,0.263,0,0.034,0
2050-03-29T20:00:00Z,0.14,0,0.16,0,0.03,0,0.211,0,0.02,0
